No,Type,X,Y,Value1,Value2,Value3,Value4,Value5,Value6
1,GoalInPlatform,-2,148,,,,,,
2,BouncyPlatform,1,1,4,-,-,-,-,-
3,BouncyPlatform,2,3,3,-,-,-,-,-
4,BouncyPlatform,0,4,3,-,-,-,-,-
5,BouncyPlatform,3,6,3,-,-,-,-,-
6,BouncyPlatform,-1,8,5,-,-,-,-,-
7,BouncyPlatform,2,8,4,-,-,-,-,-
8,BouncyPlatform,-1,17,4,-,-,-,-,-
9,BouncyPlatform,1,17,4,-,-,-,-,-
10,BouncyPlatform,-2,19,5,-,-,-,-,-
11,BouncyPlatform,-1,23,3,-,-,-,-,-
12,BouncyPlatform,2,25,5,-,-,-,-,-
13,BouncyPlatform,-2,26,5,-,-,-,-,-
14,BouncyPlatform,-1,28,3,-,-,-,-,-
15,BouncyPlatform,1,34,5,-,-,-,-,-
16,BouncyPlatform,2,35,4,-,-,-,-,-
17,BouncyPlatform,0,40,4,-,-,-,-,-
18,BouncyPlatform,2,47,5,-,-,-,-,-
19,BouncyPlatform,0,49,4,-,-,-,-,-
20,BouncyPlatform,1,52,3,-,-,-,-,-
21,BouncyPlatform,3,55,5,-,-,-,-,-
22,BouncyPlatform,2,58,4,-,-,-,-,-
23,BouncyPlatform,1,76,5,-,-,-,-,-
24,BouncyPlatform,0,79,3,-,-,-,-,-
25,BouncyPlatform,-2,80,3,-,-,-,-,-
26,BouncyPlatform,0,90,4,-,-,-,-,-
27,BouncyPlatform,-1,93,3,-,-,-,-,-
28,BouncyPlatform,-2,97,5,-,-,-,-,-
29,BouncyPlatform,2,99,3,-,-,-,-,-
30,BouncyPlatform,3,104,3,-,-,-,-,-
31,BouncyPlatform,-1,115,3,-,-,-,-,-
32,BouncyPlatform,2,117,4,-,-,-,-,-
33,BouncyPlatform,0,118,3,-,-,-,-,-
34,BouncyPlatform,-2,119,4,-,-,-,-,-
35,BouncyPlatform,-1,123,3,-,-,-,-,-
36,BouncyPlatform,-1,130,4,-,-,-,-,-
37,BouncyPlatform,1,131,5,-,-,-,-,-
38,BouncyPlatform,3,140,5,-,-,-,-,-
39,BouncyPlatform,0,142,3,-,-,-,-,-
40,BouncyPlatform,0,147,3,-,-,-,-,-
41,BouncyPlatform,1,63,4,2,0,3,-,-
42,BouncyPlatform,2,81,4,2,0,3,-,-
43,BouncyPlatform,3,88,4,1,0,3,-,-
44,BouncyPlatform,1,94,4,1,0,3,-,-
45,BouncyPlatform,0,104,4,1,0,3,-,-
46,BouncyPlatform,1,120,4,2,0,3,-,-
47,BouncyPlatform,0,11,4,0,1,3,-,-
48,BouncyPlatform,-2,14,4,0,2,3,-,-
49,BouncyPlatform,2,15,4,0,1,3,-,-
50,BouncyPlatform,-1,30,4,0,2,3,-,-
51,BouncyPlatform,-2,45,4,0,2,3,-,-
52,BouncyPlatform,-1,56,4,0,2,3,-,-
53,BouncyPlatform,-2,69,4,0,2,3,-,-
54,BouncyPlatform,-1,72,4,0,2,3,-,-
55,BouncyPlatform,1,21,4,1,0,3,-,-
56,BouncyPlatform,3,30,4,2,0,3,-,-
57,BouncyPlatform,1,63,4,2,0,3,-,-
